Fecha,Máquina,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Th,Pa,U,Np,Pu,Agua (%),Glicol,Hollín,TAN,Oxidación,Contaminación,Sulfatación,Unidad,Componente,Zona,País,Modelo
2025-03-16,Pala A10,67.58509879868718,,,2.250210471224413,24.624463883519738,9.078491117136469,,94.60161451123093,5.053947013821273,32.517090185102035,87.7841402521628,,47.756883411170655,,4.576258705978631,,,,,,43.553352039065366,,,,,,,86.04853957838577,,,53.48087428403639,,,69.34011936991901,84.3527984435185,,,36.68552938295586,96.8546351648857,,16.70701383221112,54.66098278092559,,66.18182372169471,,,,91.7091817240084,,79.95352343655685,24.2205746040339,12.89368682461837,,21.61153978450013,79.0529902703163,,86.14188435010159,15.376079668211824,8.352125877385657,,,1.9871297768483194,52.19521495850009,95.88331763515838,8.229410840245464,,2.63891588006695,,,,,22.57413331626104,65.55645318984313,37.14775024538025,6.806084966950263,4.359808399554916,8.95992906142208,,,8.960746948933375,73.8266012506607,96.06002445089771,73.5210693909514,53.74173526659925,67.69560304161458,14.350718555579537,56.64757302780843,68.19127870359179,35.94543650620753,90.99623992073452,,57.60105117362154,,41.85060432154746,25.049486882271243,14.945916111179136,86.82026549586762,78.89913816024688,Excavadora,Caja de Cambios,Quintero,Canadá,Volvo A60H
2024-01-21,Camión B10,,18.94515387330711,81.00196778684828,85.64444802149835,,,,56.37787851225844,78.21616976252541,5.633910733387084,,,,,,,1.2569934120466453,32.22676348081541,80.0432803173815,,87.87891325702878,78.82094279244417,80.65877785768397,14.940438499140983,46.70899930808447,89.80207074665826,,,24.971079465528472,55.74517727916004,,,,53.64517811785282,78.66175715330442,80.82754501825131,97.97577795636046,94.35831606836781,6.179609637037754,40.67141809398569,31.217904659543795,26.89619967498139,5.8854435425819185,56.36837425291875,76.7177357356033,39.64700050516526,49.07171841161764,,,50.574363920256445,,33.12202029178996,89.3072041665656,82.87901499830085,14.622341889408482,,3.776674288726199,0.44258477789260386,,,32.10085964253702,5.433915067173358,18.808774468613638,61.374121755450034,93.9677151749985,28.029280126362632,19.38953404326967,66.57941607862124,,,,,,18.44605522846355,,,4.622302973308549,4.631452957209837,,30.33825036352325,88.3651309377352,18.70880354860662,30.941421762118686,64.56354379012895,,,54.85621188236752,45.514689650720186,,,,,11.037182553921888,,90.85498946657256,18.85286874002573,21.14798444203183,2.9855923595630163,Cargador Frontal,Transmisión,Tocopilla,Argentina,Liebherr T284
2025-08-13,Camión B08,,,55.5709303343342,69.44003835066385,,85.72413432001713,83.09430870473422,86.38176563054944,50.18836224654456,20.987861114400907,,92.86181858147219,61.48868470721138,,,,73.11019940597474,,38.86313653103951,9.58752931434771,37.22676212635602,,,,64.88782472502274,,,,,5.895443693862732,,36.310770052668104,92.37949211068441,,74.65934872201625,90.25600434596912,92.03073288221542,23.537912804927064,,,70.47622434409456,87.87164576279876,,12.012914232490292,,73.88138838332388,23.72416245873288,,,58.66100188156047,,,,,,88.76840175344903,36.94688531672293,99.5978917894076,,68.08941808494883,95.72778631978214,6.136974327335044,84.90249300714211,,,,33.05735584277635,,,,63.97911378537913,,86.73584594677787,,87.55882264022482,,5.221553579211042,,57.47647633547574,71.19271202387054,43.101622082397355,,,,,,21.0078193066457,32.21600166636781,27.118604810713975,27.266188113005516,52.27581485828058,18.197372424927504,,81.7102271378461,18.297613153297743,,2.343748950975999,59.4233079820736,Bulldozer,Eje,Copiapó,Perú,Liebherr R9800
2023-10-04,Camión B01,,94.7796588053797,94.70408077415777,76.80888604423032,,20.508953333023346,5.7955076954437805,82.48886768126205,64.90895291713166,40.86776891093257,64.0114759832084,28.149436230918393,40.70929262025187,,48.60691808735866,,25.007673917718783,,51.82514902836737,,30.647835213965752,91.94647676882103,,,45.00407340572148,1.3765726676132024,78.78709697267203,44.922976977619136,,99.61916229411452,13.185888532562505,41.96667433869295,98.27054859839399,,2.420817635993851,,30.576925045941444,37.50206500215162,,57.76990302566861,,33.92251823948207,,,28.483670576240737,,91.56287098750461,56.34161545100264,92.75162168315556,78.6784834244638,59.123504119876735,31.94331934708674,83.96751908999379,1.4729264388519738,,90.56908221280581,,57.28521128141957,,99.75858389690116,,,74.28064534067803,,56.58033588780535,86.22574440393937,74.05836785284636,58.32117371200762,,,49.428946145113706,,14.395425173937832,59.49299402940127,18.6125700965765,,,44.60728158415978,57.48482138389041,86.41394891254488,,59.58816150884437,16.72780178767905,48.00859272648561,37.69760138451151,75.4918240412269,88.32342804243338,30.21777981221881,,47.16364820001158,,7.223994392036415,,45.92007789350075,,20.416626952613694,,,Bulldozer,Caja de Cambios,Mejillones,Australia,CAT 797F
2024-04-04,Pala A02,,,50.48797663471561,,75.18361927225405,57.5159577574642,,,,74.12312077748419,,,82.07994084378647,,,,,79.7315039669124,61.98854456079005,,,38.361522553538165,8.68300988608292,,84.86165150622683,6.026087832800619,31.73752927563095,80.83001026121815,,,23.10976362245677,72.08712419175349,,,,,95.59991304305305,73.39637124223727,68.59777121987254,58.04981067906187,68.338745669606,70.06362741486737,,43.992561702678934,22.40381448122808,32.968098903682744,,,96.15118843462228,77.87607414932123,90.88098134216331,,,37.087853539407575,,89.08645411044407,,30.086503932195818,,,,59.594372756462946,96.78667778139052,19.397885422306526,22.28592621361849,22.524381501805735,,,65.42965699905936,75.62173610259066,,25.710568161603245,40.58783705177718,64.43168433344017,,16.515620419297164,54.0110055589234,92.1708490629432,74.73549387045463,,59.86433615024179,,78.20839953914077,82.66830207958601,52.82534079763123,,48.72358153950133,,6.2084914219908,39.46332239960942,33.737611014715206,62.39927360791682,69.45991785976274,14.45617356021761,8.349549329422413,,7.10818064000992,48.82481957660383,Excavadora,Motor,Mejillones,Perú,Liebherr R9800
2023-01-22,Camión B08,27.844662385635207,12.48788282051536,,12.271921682574185,,14.89912685824083,,78.363971699152,,,23.01404434974999,62.043507780194275,19.245662873216755,,96.7391025142494,,97.65056501486352,1.6912629051354573,80.60225248238505,18.90600385093829,,44.37230740908724,99.13440478540197,,,,74.51124193816351,,27.94246611014948,,,29.18337681996621,79.0183028384311,,43.11155539192162,,31.290746663194724,20.388112430050068,50.63808126518709,,,71.26988815462467,47.81082194742264,39.36684583387281,90.87999164587804,51.50131630673766,85.67986868679692,,,,0.8032137276538914,95.53632545262839,93.38112757634987,47.84242108903782,,,76.7074510002208,41.942222581249695,,,18.579528307129323,,11.374087712049954,91.1673942108699,,74.2501261492249,6.126586699935683,,,73.5029856124283,74.46183535691182,,38.44296866204033,1.127001391702382,,42.346003417779514,,61.202755651226205,29.000193125581646,38.02000503945635,,,,,79.19427432698713,5.76006642400216,8.464730109099948,,85.83433753072329,,28.552017404326108,,,,8.233943736256622,,49.75342666935134,,Cargador Frontal,Rodado,Santiago,Argentina,Komatsu PC8000
2023-09-10,Pala A07,12.960935518892999,52.544987191091586,,82.24528664591566,,,,12.57192874070263,82.53737555059126,81.29359955589108,,5.61793527202486,16.71390400702637,76.50515887478592,34.00592103053492,,,94.91778898040415,33.89130175747146,,31.95676012670404,,,68.7845570451919,,8.143768428686846,,41.28151179564536,73.7578931585954,74.45501506960231,46.88397671065406,,,53.34452136208277,88.00463855964799,94.414811163514,47.20538334759445,28.660734189421717,,,,11.037235453518363,,54.254787145465464,99.1555457903956,,,54.41704505313144,45.547016057905196,,,,,30.184605342930347,,,,28.01671010410873,,40.79829012866321,49.15193005197048,62.95749937728398,64.44140745197706,71.31703046690883,,4.876616160031344,,39.14392654277435,,,42.21438115943177,85.04342435655347,62.54902276663474,,,,6.36036083887419,,47.88493909966974,61.87741911978103,,,66.56836224608512,,,,,,60.62488245084721,48.407474539935954,,4.53319901306779,,82.52751148754778,,77.61957437454524,47.45925051435134,60.20696107184843,Camión de Extracción,Motor,Tocopilla,Canadá,CAT 6060
2025-01-17,Camión B05,67.6111470332097,10.949987764473661,,50.46473912346797,,,76.54067852098287,63.920636485255145,18.147540420598286,,91.03052812263665,,73.64408501144702,15.145377232940348,61.89107350569247,,7.46329154248883,,67.22660707884077,,,,42.64628989887513,72.48423927499601,,,,43.64193719992008,68.11650928774903,56.188937672564784,,60.85627347202718,0.24709352228550996,69.60918163399539,52.3173910136205,67.255266147293,52.83792500616423,,,,,53.298326081233604,,3.2233574849550917,78.42490602689703,,51.509510029741264,,,32.82485342008393,,,,0.7852171437456031,,44.72788683412568,31.34654479200569,72.49420647667414,,99.18509136382683,,,,99.5846523507751,,,73.45426948060258,61.23337555481879,62.09831251076527,2.9238669615310244,85.58615203274408,,96.23393954347175,41.45757484145221,,54.356602213768994,80.00544933293865,33.38099861346006,,45.75818269415839,,,49.70298585879895,,79.23883950062107,,35.42287257887143,,,87.99112527990575,13.548000715595293,53.47670493475836,,,16.224145927862267,27.55202900359982,97.77061506988218,22.368212142116295,Pala Eléctrica,Rodado,Quintero,Australia,CAT 6060
2025-05-06,Camión B01,,20.286121019547792,41.81365016641014,88.55249835148095,,14.368499959040667,8.152022092358282,95.34514218276307,47.64223621518013,78.82597606026935,,38.15358924136709,,97.93497501736819,32.373850573945305,,,,,11.488541027215014,31.089116490912026,58.71493381523929,81.36774074092253,,52.124299772195194,18.975584568770913,28.120904087772615,,3.7791816275518886,,,,42.96380543028573,70.09901622708513,49.8643443606854,99.83369178536022,63.867892356350694,,,8.240710352082754,,41.60441410542554,62.81092304271463,,14.405102012942937,,28.1891293421247,,27.727171931382568,71.07845351952166,,,29.636597015837214,,94.30383364583372,,7.217450831072114,84.31852797353267,61.74294927511138,22.706829898379862,14.622616724654499,,95.93065930759195,50.52662464985609,,22.449812355855983,,0.7011579218132528,82.21967880655515,28.750082012540304,5.297632903729708,24.940083848634202,22.850152930562114,21.68894022826737,,87.6077796085819,67.56003151875075,74.46824532774498,,70.99235101637012,35.04746081458927,,21.754213711051875,,31.759416321555488,98.19315091187967,39.82541317506326,17.951762164416948,88.67943377596892,47.268991370740316,3.647248153323009,60.035923479774745,6.726927235834312,52.1846987871797,,,29.110362639799558,88.55975208881415,Perforadora,Sistema Hidráulico,Calama,México,CAT 797F
2024-04-19,Camión B08,,,54.663017968678666,88.65877351943328,,4.597183738814021,,,94.93259917555058,47.37417826636811,,47.54290995051505,,,44.339115117301915,93.91253325271352,32.36740837662166,63.991854544671725,80.51345136057185,91.30771334212693,28.217006956224886,71.23173551649671,58.8577017962865,89.54590396895293,,,,,38.52847752067753,,21.504934709272312,97.57637249794014,77.38611364799947,69.2019017293063,0.46251243751260895,,52.56701894768208,54.43244103797065,78.10362172231184,63.58185943399466,,87.95823349602635,95.65816686131133,15.762971757682118,55.75531867048351,14.636546581502259,,,,17.863810111508,7.164161538547438,74.6956036973706,63.155144990136016,,,78.51608362757794,66.46801598281947,44.79988233595506,,,12.717180196206638,,79.30927163281862,70.15418049269248,,9.325498985377397,,63.86412706926231,40.51796684852183,7.038504598066747,7.539396622772805,66.49260787518595,47.39875100456843,50.30684701249653,50.671488428420275,90.96875621409393,96.82244580342599,,30.884628539266995,2.700709484127805,,90.30252791045851,,,23.01763501283944,86.11652048984075,,13.018980723615895,,29.46506418006469,9.412658675166178,79.27132146503882,,81.53494899934852,,18.62644968007483,89.53509363980481,76.14587768108235,Cargador Frontal,Caja de Cambios,Santiago,Bolivia,CAT 6060
2025-12-18,Camión B02,47.54118537839952,,,2.4187801973732665,71.64808021342807,87.71610304199909,33.000250365275804,74.4045241373183,58.26894252181847,56.81645292438379,,,,,,,58.535749683565264,11.33930431870722,49.924616014563554,,37.06870204197971,43.60108946847527,60.27866147206348,,29.212611318530314,36.758022890500065,99.10974448008015,55.763740083193724,,95.9296015648185,55.17610479376788,,74.28081268155364,14.059876956073856,82.97568674099824,85.95405416881162,91.14319572267303,43.77791147521554,96.58404765711957,,53.106961621222396,39.34755919489359,17.811988869863594,,,44.624291416237284,69.81429464502756,,,62.07344219757106,96.76759007269901,,80.34242320839111,60.72983756916787,,44.65398725383545,43.62266547408874,69.75353255610972,,,,,45.65071732564831,,,,36.946346968095725,,,,,,83.46711528877853,17.907573098286978,,70.0450385200868,55.73372157935904,,,,,10.058551606802228,58.111811220726715,31.98565548636411,,,24.962016942100266,,6.4660044649945165,17.448630110996948,74.46030085387245,65.15017172567258,88.9616748399386,31.513703134504734,25.89233638121584,92.77078917862303,,80.85943030602434,Excavadora,Eje,Rancagua,México,Komatsu PC8000
2024-05-25,Pala A06,63.43433963138071,,,38.2871386831384,49.25368556918497,1.184271755141333,,32.07925894854112,,0.6170446697591534,46.64937754388388,9.021097856605003,,,7.43591380587265,1.965637622240442,,69.57524638553328,,32.997036933150845,39.806701833525956,47.38531810128288,,66.6223270925928,39.21685774155569,37.84946395791375,53.22949313202933,88.4161761267853,,77.4334629149578,,52.99893120189504,,,58.5101606884849,95.62655204290499,55.989738614548,40.15170884626283,,,,11.308273500947466,85.07529160599087,,,,44.10284126550409,,6.356902796563376,97.07791846133435,,56.85913831499598,7.88302990056562,,,,40.512745866208505,20.684496212868183,,92.55857435508673,,,68.0899067432631,14.727979570277851,32.27903969690881,,80.93910020921686,,,17.347120611608506,,12.38818637197195,16.508181275867006,15.396315595309968,,,75.76321674149236,,,42.7177353286708,,,,,25.362962885229212,8.24718904106173,64.27558704170426,,1.4784631640862234,40.42489219998989,14.208270180709459,,,30.72177227063041,20.661887999270157,71.57879907865605,58.972482498231,47.540494189225576,Bulldozer,Caja de Cambios,Tocopilla,Bolivia,CAT 6060
2024-11-30,Camión B10,99.94662535531485,99.47750068243603,30.600791357343162,,,6.1330369625239465,52.1761220007739,81.71057526785928,73.18225066869925,20.92817451170189,,,,,79.75307542401139,,,53.35836216797252,10.45417854226911,,,,,94.12138255176934,80.50459949827257,2.4944421501219405,53.29287190433536,77.93301360910627,24.008343166515374,,44.5181764075216,,62.14443573131462,,37.136504273080575,29.397580925486505,3.0145209917043023,38.94201898233592,23.95792226796137,,45.83752191135135,,,91.33106181838225,13.230805270284502,,67.57713418362036,,65.80959771851494,34.59209737454201,,61.86404056021816,76.40318852487857,84.02117648287317,,,59.210220840398,11.670842003089591,93.98589328615007,,,56.686470854447826,33.474214606841244,,55.051528097269184,83.3168962361172,,,67.04145314964123,9.011681249615664,85.83658110491075,,21.335966160962723,,17.45053048738167,48.81540828074496,,47.044183670691524,,79.55849359159811,,,1.05402915969959,,67.79371595956081,1.1431242618391007,,62.615225582615054,,,,,42.39181232616372,75.32432367290609,,78.54425553223547,,,Bulldozer,Caja de Cambios,Quintero,Canadá,CAT 6060
